Time (CST),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
1:51 PM,64.9 °F,53.1 °F,65%,29.67 in,10.0 mi,SSW,18.4 mph,24.2 mph,N/A,	 ,Partly Cloudy
2:51 PM,66.9 °F,53.1 °F,61%,29.65 in,10.0 mi,SSW,17.3 mph,  -,N/A,	 ,Partly Cloudy
3:51 PM,66.9 °F,52.0 °F,59%,29.63 in,10.0 mi,SSW,16.1 mph,  -,N/A,	 ,Clear
4:51 PM,66.9 °F,51.1 °F,57%,29.61 in,10.0 mi,SSW,13.8 mph,  -,N/A,	 ,Clear
5:51 PM,64.9 °F,53.1 °F,65%,29.60 in,10.0 mi,South,16.1 mph,26.5 mph,N/A,	 ,Clear
6:51 PM,64.0 °F,54.0 °F,70%,29.60 in,8.0 mi,SSW,12.7 mph,  -,N/A,	 ,Clear
7:51 PM,63.0 °F,54.0 °F,72%,29.61 in,8.0 mi,SSW,13.8 mph,25.3 mph,N/A,	 ,Clear
8:51 PM,62.1 °F,53.1 °F,72%,29.61 in,10.0 mi,SSW,17.3 mph,26.5 mph,N/A,	 ,Clear
9:51 PM,61.0 °F,53.1 °F,75%,29.61 in,10.0 mi,SW,15.0 mph,27.6 mph,N/A,	 ,Clear
10:51 PM,59.0 °F,52.0 °F,78%,29.61 in,10.0 mi,SW,10.4 mph,20.7 mph,N/A,	 ,Clear
11:51 PM,59.0 °F,51.1 °F,75%,29.61 in,10.0 mi,WSW,15.0 mph,21.9 mph,N/A,	 ,Partly Cloudy
