Time (MDT),Temp.,Dew Point,Humidity,Pressure,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
10:53 AM,72.0 °F,51.1 °F,48%,29.94 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
11:53 AM,78.1 °F,51.1 °F,39%,29.91 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
12:53 PM,82.9 °F,50.0 °F,32%,29.88 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Clear
1:53 PM,86.0 °F,51.1 °F,30%,29.83 in,10.0 mi,NE,6.9 mph,  -,N/A,	 ,Scattered Clouds
2:53 PM,89.1 °F,43.0 °F,20%,29.79 in,10.0 mi,SE,5.8 mph,  -,N/A,	 ,Scattered Clouds
3:53 PM,91.9 °F,39.9 °F,16%,29.77 in,10.0 mi,Variable,3.5 mph,  -,N/A,	 ,Scattered Clouds
4:53 PM,89.1 °F,36.0 °F,15%,29.74 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Scattered Clouds
5:51 PM,87.8 °F,37.4 °F,17%,29.96 in,10.0 mi,SSE,5.8 mph,  -,N/A,Thunderstorm,Scattered Clouds
5:53 PM,88.0 °F,37.9 °F,17%,29.72 in,10.0 mi,SSE,4.6 mph,  -,N/A,Thunderstorm,Scattered Clouds
6:15 PM,86.0 °F,41.0 °F,20%,29.96 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
6:41 PM,82.9 °F,46.0 °F,27%,29.97 in,10.0 mi,South,15.0 mph,  -,N/A,Thunderstorm,Thunderstorm
6:53 PM,81.0 °F,48.9 °F,33%,29.76 in,10.0 mi,SE,10.4 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
7:32 PM,75.9 °F,50.0 °F,40%,30.00 in,10.0 mi,South,16.1 mph,  -,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
7:40 PM,78.1 °F,48.0 °F,35%,30.00 in,10.0 mi,WSW,26.5 mph,38.0 mph,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
7:53 PM,73.0 °F,46.9 °F,39%,29.80 in,6.0 mi,East,18.4 mph,34.5 mph,0.01 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
8:14 PM,73.0 °F,46.9 °F,39%,30.05 in,10.0 mi,NW,49.5 mph,62.1 mph,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
8:29 PM,66.0 °F,51.1 °F,59%,30.07 in,10.0 mi,NW,28.8 mph,46.0 mph,0.00 in,"Rain
	,
Thunderstorm",Light Thunderstorms and Rain
8:42 PM,66.0 °F,51.1 °F,59%,30.07 in,10.0 mi,NNW,27.6 mph,34.5 mph,0.00 in,"Rain
	,
Thunderstorm",Light Rain
8:53 PM,66.9 °F,50.0 °F,54%,29.86 in,10.0 mi,North,17.3 mph,  -,0.00 in,	 ,Mostly Cloudy
9:10 PM,69.1 °F,48.9 °F,49%,30.04 in,10.0 mi,NE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
9:18 PM,68.0 °F,48.9 °F,50%,30.04 in,10.0 mi,East,8.1 mph,  -,N/A,	 ,Mostly Cloudy
9:53 PM,69.1 °F,48.0 °F,47%,29.81 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
10:53 PM,64.9 °F,48.9 °F,56%,29.79 in,10.0 mi,SE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
11:53 PM,62.1 °F,48.9 °F,62%,29.78 in,10.0 mi,SSE,12.7 mph,  -,N/A,	 ,Scattered Clouds
